ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,EDUCATION_TYPE,TOTAL_CONTACTS,HAS_CAR,HAS_PROPERTY,INCOME_BAND,INCOME_PER_PERSON,CHILD_RATIO
5100073,F,N,Y,0.0,Single / not married,Office apartment,0,0,0,1.0,7,54.0,6.0,0,292500.0,Working,Secondary / secondary special,0.0,0,1,Middle,234000.0,0.0
5100077,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,51,49.0,5.0,0,225000.0,Working,Secondary / secondary special,0.0,1,1,Middle,112500.0,0.0
5100083,M,N,Y,1.0,Married,House / apartment,0,0,0,3.0,32,30.0,8.0,0,112500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,37500.0,0.3333333333333333
5100084,M,N,N,0.0,Single / not married,With parents,0,1,0,1.0,24,39.0,19.0,0,252000.0,Commercial associate,Secondary / secondary special,2.0,0,0,Middle,234000.0,0.0
5100085,F,N,Y,1.0,Civil marriage,House / apartment,0,1,0,3.0,27,40.0,13.0,0,135000.0,Commercial associate,Incomplete higher,1.0,0,1,Lower_Middle,45000.0,0.3333333333333333
5100086,M,Y,N,0.0,Single / not married,House / apartment,0,1,0,1.0,7,30.0,1.0,0,90000.0,Commercial associate,Secondary / secondary special,1.0,1,0,Low,90000.0,0.0
5118420,M,Y,N,0.0,Single / not married,House / apartment,0,1,0,1.0,25,30.0,1.0,1,90000.0,Commercial associate,Secondary / secondary special,1.0,1,0,Low,90000.0,0.0
5100087,M,N,N,0.0,Married,House / apartment,1,0,0,2.0,8,43.0,3.0,0,292500.0,Working,Secondary / secondary special,1.0,0,0,Middle,146250.0,0.0
5118428,M,N,N,0.0,Married,House / apartment,1,0,0,2.0,7,43.0,3.0,0,292500.0,Working,Secondary / secondary special,1.0,0,0,Middle,146250.0,0.0
5118430,M,N,N,0.0,Married,House / apartment,1,0,0,2.0,1,43.0,3.0,0,292500.0,Working,Secondary / secondary special,1.0,0,0,Middle,146250.0,0.0
5100089,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,7,52.0,12.0,0,112500.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,56250.0,0.0
5100091,M,N,Y,0.0,Married,House / apartment,0,0,0,2.0,1,38.0,5.0,0,225000.0,Working,Higher education,0.0,0,1,Middle,112500.0,0.0
5100101,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,36,30.0,1.0,0,76500.0,Working,Secondary / secondary special,0.0,0,1,Low,38250.0,0.0
5100104,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,3,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117640,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,47,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117641,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,11,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117642,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,36,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117643,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,13,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117645,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,29,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117646,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,29,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117647,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,17,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117650,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,0,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117651,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,10,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117652,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,58,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5117653,M,N,N,1.0,Married,House / apartment,1,0,0,3.0,52,30.0,0.0,0,135000.0,Working,Secondary / secondary special,1.0,0,0,Lower_Middle,45000.0,0.3333333333333333
5100105,F,N,N,2.0,Married,House / apartment,0,0,0,4.0,41,37.0,5.0,0,180000.0,State servant,Secondary / secondary special,0.0,0,0,Lower_Middle,45000.0,0.5
5117654,F,N,N,2.0,Married,House / apartment,0,0,0,4.0,35,37.0,5.0,0,180000.0,State servant,Secondary / secondary special,0.0,0,0,Lower_Middle,45000.0,0.5
5117655,F,N,N,2.0,Married,House / apartment,0,0,0,4.0,3,37.0,5.0,0,180000.0,State servant,Secondary / secondary special,0.0,0,0,Lower_Middle,45000.0,0.5
5100106,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,3,48.0,9.0,0,81000.0,Working,Secondary / secondary special,2.0,1,0,Low,40500.0,0.0
5117672,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,30,48.0,9.0,0,81000.0,Working,Secondary / secondary special,2.0,1,0,Low,40500.0,0.0
5117673,M,Y,N,0.0,Married,House / apartment,1,1,0,2.0,23,48.0,9.0,0,81000.0,Working,Secondary / secondary special,2.0,1,0,Low,40500.0,0.0
5100113,F,Y,Y,0.0,Married,Municipal apartment,1,1,0,2.0,8,38.0,2.0,0,202500.0,State servant,Incomplete higher,2.0,1,1,Middle,101250.0,0.0
5100115,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,6,49.0,11.0,0,180000.0,Working,Higher education,0.0,1,1,Lower_Middle,90000.0,0.0
5100119,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,43,31.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,78750.0,0.0
5100126,F,N,N,1.0,Married,House / apartment,1,1,0,3.0,53,40.0,20.0,0,180000.0,Commercial associate,Incomplete higher,2.0,0,0,Lower_Middle,60000.0,0.3333333333333333
5118621,F,N,N,1.0,Married,House / apartment,1,1,0,3.0,6,40.0,20.0,0,180000.0,Commercial associate,Incomplete higher,2.0,0,0,Lower_Middle,60000.0,0.3333333333333333
5118622,F,N,N,1.0,Married,House / apartment,1,1,0,3.0,55,40.0,20.0,0,180000.0,Commercial associate,Incomplete higher,2.0,0,0,Lower_Middle,60000.0,0.3333333333333333
5118623,F,N,N,1.0,Married,House / apartment,1,1,0,3.0,48,40.0,20.0,0,180000.0,Commercial associate,Incomplete higher,2.0,0,0,Lower_Middle,60000.0,0.3333333333333333
5118624,F,N,N,1.0,Married,House / apartment,1,1,0,3.0,40,40.0,20.0,0,180000.0,Commercial associate,Incomplete higher,2.0,0,0,Lower_Middle,60000.0,0.3333333333333333
5118625,F,N,N,1.0,Married,House / apartment,1,1,0,3.0,23,40.0,20.0,0,180000.0,Commercial associate,Incomplete higher,2.0,0,0,Lower_Middle,60000.0,0.3333333333333333
5118626,F,N,N,1.0,Married,House / apartment,1,1,0,3.0,5,40.0,20.0,0,180000.0,Commercial associate,Incomplete higher,2.0,0,0,Lower_Middle,60000.0,0.3333333333333333
5100128,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,57,33.0,6.0,0,112500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,28125.0,0.5
5100129,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,24,33.0,6.0,0,112500.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,28125.0,0.5
5100132,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,35,38.0,5.0,0,270000.0,Commercial associate,Higher education,0.0,1,1,Middle,67500.0,0.5
5100133,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,20,38.0,5.0,0,270000.0,Commercial associate,Higher education,0.0,1,1,Middle,67500.0,0.5
5100135,F,N,Y,0.0,Widow,House / apartment,1,1,0,1.0,27,55.0,3.0,0,126000.0,Commercial associate,Secondary / secondary special,2.0,0,1,Lower_Middle,126000.0,0.0
5100136,M,Y,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,38,34.0,14.0,0,117000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,58500.0,0.0
5100141,F,N,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,48,49.0,10.0,0,180000.0,State servant,Higher education,0.0,0,1,Lower_Middle,180000.0,0.0
5100142,F,N,Y,0.0,Married,House / apartment,1,0,0,2.0,24,44.0,10.0,0,121500.0,Working,Higher education,1.0,0,1,Lower_Middle,60750.0,0.0
5100144,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,12,48.0,7.0,0,180000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,90000.0,0.0
5100145,M,Y,Y,0.0,Married,House / apartment,0,1,0,2.0,59,62.0,5.0,0,112500.0,Working,Secondary / secondary special,1.0,1,1,Lower_Middle,56250.0,0.0
5100147,F,N,N,2.0,Civil marriage,Rented apartment,0,0,0,4.0,16,43.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,0,0,Lower_Middle,39375.0,0.5
5100148,F,N,N,2.0,Civil marriage,Rented apartment,0,0,0,4.0,35,43.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,0,0,Lower_Middle,39375.0,0.5
5100149,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,47,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5100150,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,34,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117744,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,51,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117745,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,15,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117746,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,44,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117747,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,14,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117751,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,53,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117752,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,44,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117753,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,41,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117754,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,28,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117755,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,14,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5117756,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,6,44.0,5.0,0,306000.0,Working,Secondary / secondary special,0.0,1,0,Upper_Middle,153000.0,0.0
5100151,F,N,N,0.0,Married,House / apartment,1,0,0,2.0,49,55.0,9.0,0,74250.0,State servant,Secondary / secondary special,1.0,0,0,Low,37125.0,0.0
5117758,F,N,N,0.0,Married,House / apartment,1,0,0,2.0,22,55.0,9.0,0,74250.0,State servant,Secondary / secondary special,1.0,0,0,Low,37125.0,0.0
5117759,F,N,N,0.0,Married,House / apartment,1,0,0,2.0,21,55.0,9.0,0,74250.0,State servant,Secondary / secondary special,1.0,0,0,Low,37125.0,0.0
5117760,F,N,N,0.0,Married,House / apartment,1,0,0,2.0,20,55.0,9.0,0,74250.0,State servant,Secondary / secondary special,1.0,0,0,Low,37125.0,0.0
5117761,F,N,N,0.0,Married,House / apartment,1,0,0,2.0,3,55.0,9.0,0,74250.0,State servant,Secondary / secondary special,1.0,0,0,Low,37125.0,0.0
5117762,F,N,N,0.0,Married,House / apartment,1,0,0,2.0,2,55.0,9.0,0,74250.0,State servant,Secondary / secondary special,1.0,0,0,Low,37125.0,0.0
5100152,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,6,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5100153,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,17,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117767,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,51,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117768,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,60,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117769,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,28,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117770,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,6,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117771,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,60,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117772,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,19,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117773,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,19,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117775,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,15,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117776,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,5,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117777,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,5,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117778,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,11,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117779,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,56,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117780,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,40,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117781,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,30,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5117782,F,Y,N,0.0,Widow,House / apartment,0,0,0,1.0,4,39.0,4.0,0,144000.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,144000.0,0.0
5100155,F,Y,N,2.5,Married,House / apartment,0,0,0,4.5,20,38.0,5.0,0,360000.0,Working,Secondary / secondary special,0.0,1,0,High,135000.0,0.6
5118627,F,Y,N,2.5,Married,House / apartment,0,0,0,4.5,37,38.0,5.0,0,360000.0,Working,Secondary / secondary special,0.0,1,0,High,135000.0,0.6
5118628,F,Y,N,2.5,Married,House / apartment,0,0,0,4.5,23,38.0,5.0,0,360000.0,Working,Secondary / secondary special,0.0,1,0,High,135000.0,0.6
5118629,F,Y,N,2.5,Married,House / apartment,0,0,0,4.5,8,38.0,5.0,0,360000.0,Working,Secondary / secondary special,0.0,1,0,High,135000.0,0.6
5100156,M,Y,Y,0.0,Civil marriage,House / apartment,1,1,0,2.0,17,64.0,14.0,0,234000.0,Commercial associate,Higher education,2.0,1,1,Middle,117000.0,0.0
5100160,F,N,Y,1.0,Civil marriage,With parents,0,1,0,3.0,16,36.0,8.0,0,202500.0,Working,Secondary / secondary special,1.0,0,1,Middle,67500.0,0.3333333333333333
5100161,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,44,43.0,7.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5100163,F,N,Y,0.0,Married,House / apartment,0,0,0,2.0,11,43.0,7.0,0,144000.0,Working,Secondary / secondary special,0.0,0,1,Lower_Middle,72000.0,0.0
5100164,M,N,N,1.0,Married,House / apartment,0,0,0,3.0,5,33.0,1.0,0,270000.0,Working,Secondary / secondary special,0.0,0,0,Middle,90000.0,0.3333333333333333
5100165,M,Y,Y,0.0,Married,House / apartment,1,0,0,2.0,36,40.0,7.0,0,270000.0,Working,Secondary / secondary special,1.0,1,1,Middle,135000.0,0.0
5100166,M,Y,Y,0.0,Married,House / apartment,0,1,0,2.0,20,55.0,0.0,0,193500.0,Commercial associate,Secondary / secondary special,1.0,1,1,Lower_Middle,96750.0,0.0
5100167,F,N,Y,0.0,Married,House / apartment,1,1,0,2.0,7,42.0,1.0,0,76500.0,Working,Secondary / secondary special,2.0,0,1,Low,38250.0,0.0
5100172,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,4,36.0,11.0,0,157500.0,Commercial associate,Secondary / secondary special,2.0,0,1,Lower_Middle,52500.0,0.3333333333333333
5117313,F,N,Y,1.0,Married,House / apartment,1,1,0,3.0,52,36.0,11.0,1,157500.0,Commercial associate,Secondary / secondary special,2.0,0,1,Lower_Middle,52500.0,0.3333333333333333
5100177,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,2,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5118502,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,58,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5118504,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,58,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5118508,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,44,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5118509,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,44,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5118510,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,38,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5118511,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,30,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5118512,F,Y,N,2.0,Married,House / apartment,1,1,0,4.0,17,38.0,7.0,0,315000.0,Working,Higher education,2.0,1,0,Upper_Middle,78750.0,0.5
5100182,M,Y,Y,1.0,Married,House / apartment,0,1,0,3.0,56,42.0,1.0,0,135000.0,Working,Secondary / secondary special,1.0,1,1,Lower_Middle,45000.0,0.3333333333333333
5100184,M,Y,Y,0.0,Single / not married,House / apartment,0,0,0,1.0,24,29.0,3.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,1,1,Lower_Middle,135000.0,0.0
5100185,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,25,44.0,14.0,0,360000.0,Working,Higher education,0.0,0,1,Upper_Middle,225000.0,0.0
5100186,F,Y,Y,1.0,Separated,House / apartment,0,0,0,2.0,7,48.0,12.0,0,360000.0,Working,Higher education,0.0,1,1,High,234000.0,0.5
5100189,M,N,Y,0.0,Married,House / apartment,1,1,0,2.0,3,50.0,20.5,0,112500.0,State servant,Secondary / secondary special,2.0,0,1,Lower_Middle,56250.0,0.0
5100193,M,N,Y,1.0,Married,House / apartment,1,1,0,3.0,38,36.0,5.0,0,157500.0,Working,Secondary / secondary special,2.0,0,1,Lower_Middle,52500.0,0.3333333333333333
5100194,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,43,59.0,20.5,0,135000.0,Commercial associate,Secondary / secondary special,0.0,1,1,Lower_Middle,67500.0,0.0
5100196,F,Y,Y,2.0,Married,House / apartment,1,1,0,4.0,13,41.0,14.0,0,360000.0,Working,Secondary / secondary special,2.0,1,1,High,135000.0,0.5
5100197,F,Y,Y,1.0,Married,House / apartment,0,0,0,3.0,44,42.0,2.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,60000.0,0.3333333333333333
5100199,F,N,Y,2.0,Married,House / apartment,1,0,0,4.0,10,41.0,8.0,0,112500.0,Working,Incomplete higher,1.0,0,1,Lower_Middle,28125.0,0.5
5100200,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,7,54.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,78750.0,0.0
5117832,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,23,54.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,78750.0,0.0
5117834,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,13,54.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,78750.0,0.0
5117835,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,39,54.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,78750.0,0.0
5117836,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,27,54.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,78750.0,0.0
5117837,M,Y,N,0.0,Married,House / apartment,0,0,0,2.0,7,54.0,5.0,0,157500.0,Working,Secondary / secondary special,0.0,1,0,Lower_Middle,78750.0,0.0
5100202,M,Y,N,1.0,Civil marriage,House / apartment,0,1,0,3.0,50,29.0,10.0,0,292500.0,State servant,Secondary / secondary special,1.0,1,0,Middle,97500.0,0.3333333333333333
5117848,M,Y,N,1.0,Civil marriage,House / apartment,0,1,0,3.0,3,29.0,10.0,0,292500.0,State servant,Secondary / secondary special,1.0,1,0,Middle,97500.0,0.3333333333333333
5117849,M,Y,N,1.0,Civil marriage,House / apartment,0,1,0,3.0,17,29.0,10.0,0,292500.0,State servant,Secondary / secondary special,1.0,1,0,Middle,97500.0,0.3333333333333333
5117850,M,Y,N,1.0,Civil marriage,House / apartment,0,1,0,3.0,21,29.0,10.0,0,292500.0,State servant,Secondary / secondary special,1.0,1,0,Middle,97500.0,0.3333333333333333
5100204,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,6,48.0,8.0,0,157500.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,78750.0,0.0
5100205,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,10,48.0,8.0,0,157500.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,78750.0,0.0
5117864,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,45,48.0,8.0,0,157500.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,78750.0,0.0
5117865,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,33,48.0,8.0,0,157500.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,78750.0,0.0
5117866,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,28,48.0,8.0,0,157500.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,78750.0,0.0
5117868,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,33,48.0,8.0,0,157500.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,78750.0,0.0
5117869,F,N,N,0.0,Married,House / apartment,0,0,0,2.0,28,48.0,8.0,0,157500.0,Commercial associate,Secondary / secondary special,0.0,0,0,Lower_Middle,78750.0,0.0
5100211,M,N,Y,2.0,Married,House / apartment,1,0,0,4.0,42,38.0,1.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,33750.0,0.5
5100213,M,N,Y,2.0,Married,House / apartment,1,0,0,4.0,17,38.0,1.0,0,135000.0,Working,Secondary / secondary special,1.0,0,1,Lower_Middle,33750.0,0.5
5100214,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,37,40.0,6.0,0,121500.0,Commercial associate,Higher education,0.0,1,1,Lower_Middle,60750.0,0.0
5100215,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,8,40.0,6.0,0,121500.0,Commercial associate,Higher education,0.0,1,1,Lower_Middle,60750.0,0.0
5100216,F,N,N,0.0,Single / not married,House / apartment,0,1,0,1.0,43,45.0,2.0,0,85500.0,Working,Secondary / secondary special,1.0,0,0,Low,85500.0,0.0
5100217,F,N,N,0.0,Single / not married,House / apartment,0,1,0,1.0,12,45.0,2.0,0,85500.0,Working,Secondary / secondary special,1.0,0,0,Low,85500.0,0.0
5100218,F,N,Y,1.0,Married,House / apartment,0,0,0,3.0,37,28.0,3.0,0,121500.0,Commercial associate,Higher education,0.0,0,1,Lower_Middle,40500.0,0.3333333333333333
5100219,M,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,23,46.0,1.0,0,360000.0,Working,Secondary / secondary special,1.0,0,1,Upper_Middle,225000.0,0.0
5100220,M,Y,Y,2.0,Married,House / apartment,0,0,0,4.0,21,42.0,17.0,0,315000.0,Commercial associate,Secondary / secondary special,0.0,1,1,Upper_Middle,78750.0,0.5
5100221,M,Y,Y,0.0,Married,House / apartment,0,0,0,2.0,36,44.0,10.0,0,180000.0,Working,Secondary / secondary special,0.0,1,1,Lower_Middle,90000.0,0.0
5100225,F,N,Y,0.0,Married,House / apartment,0,1,0,2.0,27,53.0,9.0,0,247500.0,Commercial associate,Secondary / secondary special,1.0,0,1,Middle,123750.0,0.0
5100228,F,N,Y,2.0,Married,House / apartment,0,0,0,4.0,2,41.0,3.0,0,202500.0,Commercial associate,Higher education,0.0,0,1,Middle,50625.0,0.5
5100229,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,47,48.0,19.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,67500.0,0.0
5100230,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,37,48.0,19.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,67500.0,0.0
5117072,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,37,48.0,19.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,67500.0,0.0
5117073,F,N,Y,0.0,Civil marriage,House / apartment,0,0,0,2.0,47,48.0,19.0,0,135000.0,Commercial associate,Secondary / secondary special,0.0,0,1,Lower_Middle,67500.0,0.0
